,fitness
0,4487.6745394163245
1,4492.485775105067
2,4468.420219929669
3,4494.805436415852
4,4498.598047522839
5,4501.316872796421
6,4484.011970051183
7,4498.807016852482
8,4481.489818422335
9,4437.433408351722
0,3204.569321365236
1,3190.7139271586634
2,3173.2791566461788
3,3187.995127176312
4,3138.0253161003207
5,3129.781306397219
6,3097.5505969738647
7,3210.131324587092
8,3106.5988615218707
9,3177.032652517232
10,4429.168711511304
11,3179.100525013635
12,4222.5281132421
13,4105.248918588026
14,4412.900621121953
15,3461.318666273789
16,2818.2281442272674
17,3186.698183631451
18,3376.8679608719394
19,4728.180838349255
20,2965.7464418974705
21,2743.3957626548327
22,2938.848768269452
23,2952.717299627825
24,2921.4918560026017
25,2954.356236146224
26,2954.382806531628
27,3030.698900922346
28,2973.138200579607
29,3000.918356538683
30,2777.948391658461
31,2848.443987183324
32,2841.6086949824185
33,2781.330203621661
34,2802.510872599367
35,2818.6573276707377
36,2783.039693574259
37,2793.4854348212903
38,2819.842791549698
39,2760.470594249436
40,2640.276685460376
41,2667.9922252425417
42,2664.2994504127023
43,2670.34528474042
44,2698.61209248107
45,2644.264569188759
46,2689.5682637825253
47,2674.665634608671
48,2673.699037247551
49,2652.912877853905
50,2311.801287966548
51,2314.9667274030576
52,2321.362977183305
53,3752.677971514412
54,2322.686222471867
55,2332.823183031048
56,2316.593034534667
57,2313.271400089252
58,2327.31814858348
59,2330.229154730873
60,2353.408579783641
61,2366.05123064128
62,2365.672782662642
63,2339.1332888272195
64,2337.3489149640004
65,2336.844327714206
66,2341.07864875466
67,2361.002948275038
68,2329.1772502451054
69,2386.423917078147
